name,credentials,category,description,city,zip,online,state,url,type
"Dialectical Behavior Therapy (DBT) Skills Group","Pre-Licensed Professional, ASW, IFS","anxiety",", trauma, OCD, and personality disorders. This group can assist you in learning effective mindfulness practices, distress tolerance, and communication skills. Group sessions focus on sharing experiences, validating each other, and learning DBT techniques. The group setting encourages connection, empowerment, and consistent practice of therapeutic tools. The eight-session program covers various DBT skills, ultimately aiming to promote healing and reclaiming a sense of self-control.","Van Nuys","91405","no","CA","https://www.psychologytoday.com/us/groups/dialectical-behavior-therapy-dbt-skills-group-van-nuys-ca/269546","group"
"Re-Focus: Thriving with Adult ADHD","Psychologist, PhD","adhd","is a neurological condition that alters your ability to maintain focus, stay organized, and shut out all the ""extra noise"" in your environment. Re-focus is a 6-week group where adults with","North Hollywood","91602","no","CA","https://www.psychologytoday.com/us/groups/re-focus-thriving-with-adult-adhd-north-hollywood-ca/274536","group"
"Covid-19 Virtual Support Group","Psychologist","anxiety",".  This support group will be therapist led in a confidential virtual space.    Meet with others who are also struggling to find their way.  The COVID-19 virtual group begins Monday night, May 11 from 8-9:30pm.  It is a closed group with no more than 10 members, meeting for 12 weeks.   $10 per week","North Hollywood","91606","no","CA","https://www.psychologytoday.com/us/groups/covid-19-virtual-support-group-north-hollywood-ca/171121","group"
"Morning intensive outpatient for adults","Treatment Center","cognitive-behavioral-cbt","Intensive outpatient substance use disorder treatment","North Hollywood","91606","no","CA","https://www.psychologytoday.com/us/groups/morning-intensive-outpatient-for-adults-north-hollywood-ca/43812","group"
"Intensive Outpatient Day Group","Treatment Center","cognitive-behavioral-cbt","Intensive outpatient treatment for substance use disorder","North Hollywood","91606","no","CA","https://www.psychologytoday.com/us/groups/intensive-outpatient-day-group-north-hollywood-ca/67847","group"
"Intensive Outpatient Evening Group","Treatment Center","cognitive-behavioral-cbt","Intensive outpatient treatment for substance use disorders","North Hollywood","91606","no","CA","https://www.psychologytoday.com/us/groups/intensive-outpatient-evening-group-north-hollywood-ca/67848","group"
"SMART Parenting:  From Science to the Skills","Psychologist","parenting","group will help you set specific goals for both yourself and your child’s behavior.  Using measures week to week, you will be able to graph and see you & your child’s progress.   To achieve your goals you will learn relevant, scientifically backed skills, meanwhile learning and discussing in a small group stuck points and feelings that get in the way of using them consistently.","Newport Beach","92660","no","CA","https://www.psychologytoday.com/us/groups/smart-parenting-from-science-to-the-skills-newport-beach-ca/26787","group"
"Parenting Support Group","Marriage & Family Therapist, LMFT, MS, PPS","parenting","styles and share strategies that align with each family’s values and needs.  Discussions focus on real-life topics like communication, behavior, emotional regulation, school concerns, and balancing family life with personal well-being.","Newport Beach","92660","no","CA","https://www.psychologytoday.com/us/groups/parenting-support-group-newport-beach-ca/286935","group"
"The Couples Therapy and Reunification Counseling","Marriage & Family Therapist, LMFT","parenting","The Couples Therapy and Reunification Counseling is a supportive, bilingual practice based in Montebello, CA. We are dedicated to helping couples and families heal and thrive. Our skilled team of licensed therapists and family specialists provides a safe, compassionate space to explore challenges, repair bonds, and build healthier relationships. We specialize in couples therapy, reunification therapy, & high-conflict family situations, blending evidence-based modalities with a deep understanding","Newport Beach","92660","no","CA","https://www.psychologytoday.com/us/groups/the-couples-therapy-and-reunification-counseling-newport-beach-ca/262325","group"
"Empty Nest Support Group","Marriage & Family Therapist Associate, AMFT, MS, CBT-I","parenting","that no one prepares you for—the shift when your children grow up and begin to leave home. Whether you’re just approaching this transition or adjusting after your last child has launched, this phase can bring a mix of emotions. This support group offers a space to talk honestly about that experience with others who understand. We will unpack topics like: Who Am I Now? Exploring Identity Beyond Active","Newport Beach","92660","no","CA","https://www.psychologytoday.com/us/groups/empty-nest-support-group-newport-beach-ca/273395","group"
"Parenting Group","Marriage & Family Therapist, LMFT, MS","parenting","skills & Deepen the connection with your child, self and partner. Areas of focus:  Child’s brain and development, Attachment styles and bonding,","Newport Beach","92660","no","CA","https://www.psychologytoday.com/us/groups/parenting-group-newport-beach-ca/202693","group"
"Bringing Baby Home","Marriage & Family Therapist, LMFT","parenting","New Groups forming now.   Lido Village group forming now.  May start date with 6 weekly sessions.","Newport Beach","92663","no","CA","https://www.psychologytoday.com/us/groups/bringing-baby-home-newport-beach-ca/257656","group"
"Re-Parenting your ""Adulting"" Child in 90 days","Psychologist, PsyD, ABPP","parenting","is not just about love and support. It's allowing your child to experiment and learn from their failures, creating success and resilience along the way. For the first time in our modern era more young adults are living at home. The economy, student loans, rising rental rates are all reasons it may seem ""justified."" The consequences may mean even more dependence, less true confidence and preparation for real life. This group helps","Newport Beach","92660","no","CA","https://www.psychologytoday.com/us/groups/re-parenting-your-adulting-child-in-90-days-newport-beach-ca/16421","group"
"Pre-Teen (age 10-13)","Marriage & Family Therapist, MA, LMFT","adhd","This is an open ongoing group run by an adolescent specialist to support with identity exploration, social stressors, and coping with life stage changes impact on self esteem This group will focus on using peer support to increase comfort in handling social situations and gaining a feeling of belonging.","Newport Beach","92661","no","CA","https://www.psychologytoday.com/us/groups/pre-teen-age-10-13-newport-beach-ca/216954","group"
"PEERS: Social Skills Program for Young Adults","Psychologist, MA, PsyD","autism","Program for the Education and Enrichment of Relational Skills (PEERS®) for Young Adults is a 16-week evidence-based social skills intervention for motivated young adults, who are interested in learning skills to make and keep friends and develop romantic relationships. During each group session, young adults are taught important social skills and are given the opportunity to practice these skills.  *Young adults must attend each session with a social coach (i.e., parent, family member, adult sib","Newport Beach","92660","no","CA","https://www.psychologytoday.com/us/groups/peers-social-skills-program-for-young-adults-newport-beach-ca/137106","group"
"Men's Support Group (Telehealth)","Psychologist, PhD","anxiety","Many men appear successful on the outside but feel stuck, disconnected, or frustrated internally. This group is for men who want to improve their relationships, communication, emotional awareness, and overall well-being. Together, we will explore patterns that may be holding you back, develop practical strategies for creating change, and build greater confidence and connection. This is a supportive, confidential space for honest conversations about challenges that are often difficult to discuss ","Newport Beach","92660","no","CA","https://www.psychologytoday.com/us/groups/mens-support-group-telehealth-newport-beach-ca/290775","group"
